"Origin_Name","Destination_Name","TotalTransported"
"Chatswood - Lane Cove","Blacktown - North",15.00
"Chatswood - Lane Cove","Botany",217.00
"Chatswood - Lane Cove","Botany",35.00
"Chatswood - Lane Cove","Bringelly - Green Valley",1.00
"Chatswood - Lane Cove","Camden",1.00
"Chatswood - Lane Cove","Campbelltown (NSW)",5.00
"Chatswood - Lane Cove","Canada Bay",39.00
"Chatswood - Lane Cove","Canterbury",20.00
"Chatswood - Lane Cove","Carlingford",61.00
"Chatswood - Lane Cove","Chatswood - Lane Cove",687.00
"Chatswood - Lane Cove","Cronulla - Miranda - Caringbah",5.00
"Chatswood - Lane Cove","Dapto - Port Kembla",9.00
"Chatswood - Lane Cove","Dural - Wisemans Ferry",2.00
"Chatswood - Lane Cove","Eastern Suburbs - North",38.00
"Chatswood - Lane Cove","Eastern Suburbs - South",26.00
"Chatswood - Lane Cove","Fairfield",11.00
"Chatswood - Lane Cove","Gosford",3.00
"Chatswood - Lane Cove","Hornsby",31.00
"Chatswood - Lane Cove","Hurstville",4.00
"Chatswood - Lane Cove","Kogarah - Rockdale",22.00
"Chatswood - Lane Cove","Ku-ring-gai",42.00
"Chatswood - Lane Cove","Leichhardt",16.00
"Chatswood - Lane Cove","Liverpool",5.00
"Chatswood - Lane Cove","Manly",10.00
"Chatswood - Lane Cove","Marrickville - Sydenham - Petersham",19.00
"Chatswood - Lane Cove","Merrylands - Guildford",34.00
"Chatswood - Lane Cove","Mount Druitt",16.00
"Chatswood - Lane Cove","Newcastle",3.00
"Chatswood - Lane Cove","North Sydney - Mosman",33.00
"Chatswood - Lane Cove","Parramatta",24.00
"Chatswood - Lane Cove","Pennant Hills - Epping",8.00
"Chatswood - Lane Cove","Penrith",2.00
"Chatswood - Lane Cove","Pittwater",30.00
"Chatswood - Lane Cove","Richmond - Windsor",1.00
"Chatswood - Lane Cove","Rouse Hill - McGraths Hill",1.00
"Chatswood - Lane Cove","Ryde - Hunters Hill",198.00
"Chatswood - Lane Cove","St Marys",2.00
"Chatswood - Lane Cove","Strathfield - Burwood - Ashfield",52.00
"Chatswood - Lane Cove","Strathfield - Burwood - Ashfield",1.00
"Chatswood - Lane Cove","Sutherland - Menai - Heathcote",2.00
"Chatswood - Lane Cove","Sydney Inner City",194.00
"Chatswood - Lane Cove","Upper Hunter",30.00
"Chatswood - Lane Cove","Warringah",191.00
"Chatswood - Lane Cove","Wollongong",1.00
"Chatswood - Lane Cove","Wyong",2.00
"Clarence Valley","Armidale",2.00
"Clarence Valley","Clarence Valley",166.00
"Clarence Valley","Inverell - Tenterfield",11.00
"Clarence Valley","Kempsey - Nambucca",2.00
"Clarence Valley","Lake Macquarie - East",1.00
"Clarence Valley","Maitland",1.00
"Clarence Valley","Richmond Valley - Coastal",15.00
"Clarence Valley","Richmond Valley - Hinterland",129.00
"Clarence Valley","Sydney Inner City",10.00
"Clarence Valley","Tamworth - Gunnedah",7.00
"Clarence Valley","Taree - Gloucester",2.00
"Clarence Valley","Upper Hunter",3.00
"Coffs Harbour","Bathurst",27.00
"Coffs Harbour","Clarence Valley",1.00
"Coffs Harbour","Coffs Harbour",15.00
"Coffs Harbour","Lithgow - Mudgee",39.00
"Coffs Harbour","Sydney Inner City",2.00
"Cronulla - Miranda - Caringbah","Auburn",43.00
"Cronulla - Miranda - Caringbah","Bankstown",178.00
"Cronulla - Miranda - Caringbah","Baulkham Hills",13.00
"Cronulla - Miranda - Caringbah","Blacktown",33.00
"Cronulla - Miranda - Caringbah","Blacktown - North",11.00
"Cronulla - Miranda - Caringbah","Blue Mountains",1.00
"Cronulla - Miranda - Caringbah","Botany",183.00
"Cronulla - Miranda - Caringbah","Botany",56.00
"Cronulla - Miranda - Caringbah","Bringelly - Green Valley",7.00
"Cronulla - Miranda - Caringbah","Camden",18.00
"Cronulla - Miranda - Caringbah","Campbelltown (NSW)",25.00
"Cronulla - Miranda - Caringbah","Canada Bay",19.00
"Cronulla - Miranda - Caringbah","Canterbury",41.00
"Cronulla - Miranda - Caringbah","Carlingford",8.00
"Cronulla - Miranda - Caringbah","Chatswood - Lane Cove",40.00
"Cronulla - Miranda - Caringbah","Cronulla - Miranda - Caringbah",240.00
"Cronulla - Miranda - Caringbah","Dapto - Port Kembla",57.00
"Cronulla - Miranda - Caringbah","Eastern Suburbs - North",24.00
"Cronulla - Miranda - Caringbah","Eastern Suburbs - South",31.00
"Cronulla - Miranda - Caringbah","Fairfield",28.00
"Cronulla - Miranda - Caringbah","Gosford",2.00
"Cronulla - Miranda - Caringbah","Hornsby",5.00
"Cronulla - Miranda - Caringbah","Hurstville",42.00
"Cronulla - Miranda - Caringbah","Kogarah - Rockdale",64.00
"Cronulla - Miranda - Caringbah","Ku-ring-gai",7.00
"Cronulla - Miranda - Caringbah","Leichhardt",12.00
"Cronulla - Miranda - Caringbah","Liverpool",39.00
"Cronulla - Miranda - Caringbah","Marrickville - Sydenham - Petersham",34.00
"Cronulla - Miranda - Caringbah","Merrylands - Guildford",39.00
"Cronulla - Miranda - Caringbah","Mount Druitt",20.00
"Cronulla - Miranda - Caringbah","Newcastle",7.00
"Cronulla - Miranda - Caringbah","North Sydney - Mosman",4.00
"Cronulla - Miranda - Caringbah","Parramatta",17.00
"Cronulla - Miranda - Caringbah","Penrith",16.00
"Cronulla - Miranda - Caringbah","Pittwater",3.00
"Cronulla - Miranda - Caringbah","Richmond - Windsor",7.00
"Cronulla - Miranda - Caringbah","Rouse Hill - McGraths Hill",1.00
"Cronulla - Miranda - Caringbah","Ryde - Hunters Hill",38.00
"Cronulla - Miranda - Caringbah","Southern Highlands",2.00
"Cronulla - Miranda - Caringbah","St Marys",4.00
"Cronulla - Miranda - Caringbah","Strathfield - Burwood - Ashfield",60.00
"Cronulla - Miranda - Caringbah","Sutherland - Menai - Heathcote",73.00
"Cronulla - Miranda - Caringbah","Sydney Inner City",133.00
"Cronulla - Miranda - Caringbah","Upper Hunter",360.00
"Cronulla - Miranda - Caringbah","Warringah",38.00
"Cronulla - Miranda - Caringbah","Wollondilly",10.00
"Cronulla - Miranda - Caringbah","Wollongong",11.00
"Cronulla - Miranda - Caringbah","Wyong",2.00
"Dapto - Port Kembla","Albury",7.00
"Dapto - Port Kembla","Albury",5.00
"Dapto - Port Kembla","Armidale",4.00
"Dapto - Port Kembla","Armidale",3.00
"Dapto - Port Kembla","Auburn",170.00
"Dapto - Port Kembla","Auburn",8.00
"Dapto - Port Kembla","Bankstown",196.00
"Dapto - Port Kembla","Bankstown",15.00
"Dapto - Port Kembla","Bathurst",5.00
"Dapto - Port Kembla","Bathurst",4.00
"Dapto - Port Kembla","Baulkham Hills",84.00
"Dapto - Port Kembla","Baulkham Hills",13.00
"Dapto - Port Kembla","Blacktown",124.00
"Dapto - Port Kembla","Blacktown",12.00
"Dapto - Port Kembla","Blacktown - North",42.00
"Dapto - Port Kembla","Blacktown - North",8.00
"Dapto - Port Kembla","Blue Mountains",22.00
"Dapto - Port Kembla","Blue Mountains",7.00
"Dapto - Port Kembla","Botany",127.00
"Dapto - Port Kembla","Botany",4.00
"Dapto - Port Kembla","Botany",16.00
"Dapto - Port Kembla","Bourke - Cobar - Coonamble",3.00
"Dapto - Port Kembla","Bourke - Cobar - Coonamble",2.00
"Dapto - Port Kembla","Bringelly - Green Valley",47.00
"Dapto - Port Kembla","Bringelly - Green Valley",9.00
"Dapto - Port Kembla","Broken Hill and Far West",2.00
"Dapto - Port Kembla","Broken Hill and Far West",2.00
"Dapto - Port Kembla","Camden",90.00
"Dapto - Port Kembla","Camden",6.00
"Dapto - Port Kembla","Campbelltown (NSW)",134.00
"Dapto - Port Kembla","Campbelltown (NSW)",14.00
"Dapto - Port Kembla","Campbelltown (NSW)",11.00
"Dapto - Port Kembla","Canada Bay",48.00
"Dapto - Port Kembla","Canada Bay",8.00
"Dapto - Port Kembla","Canterbury",74.00
"Dapto - Port Kembla","Canterbury",12.00
"Dapto - Port Kembla","Carlingford",53.00
"Dapto - Port Kembla","Carlingford",6.00
"Dapto - Port Kembla","Chatswood - Lane Cove",139.00
"Dapto - Port Kembla","Chatswood - Lane Cove",10.00
"Dapto - Port Kembla","Clarence Valley",6.00
"Dapto - Port Kembla","Clarence Valley",4.00
"Dapto - Port Kembla","Coffs Harbour",10.00
"Dapto - Port Kembla","Coffs Harbour",8.00
"Dapto - Port Kembla","Cronulla - Miranda - Caringbah",155.00
"Dapto - Port Kembla","Cronulla - Miranda - Caringbah",10.00
"Dapto - Port Kembla","Dapto - Port Kembla",1485.00
"Dapto - Port Kembla","Dapto - Port Kembla",7.00
"Dapto - Port Kembla","Dubbo",8.00
"Dapto - Port Kembla","Dubbo",6.00
"Dapto - Port Kembla","Dural - Wisemans Ferry",21.00
"Dapto - Port Kembla","Dural - Wisemans Ferry",2.00
"Dapto - Port Kembla","Eastern Suburbs - North",67.00
"Dapto - Port Kembla","Eastern Suburbs - South",54.00
"Dapto - Port Kembla","Fairfield",152.00
"Dapto - Port Kembla","Fairfield",16.00
"Dapto - Port Kembla","Gosford",67.00
"Dapto - Port Kembla","Gosford",15.00
"Dapto - Port Kembla","Goulburn - Yass",15.00
"Dapto - Port Kembla","Goulburn - Yass",6.00
"Dapto - Port Kembla","Griffith - Murrumbidgee (West)",5.00
"Dapto - Port Kembla","Griffith - Murrumbidgee (West)",4.00
"Dapto - Port Kembla","Hawkesbury",10.00
"Dapto - Port Kembla","Hawkesbury",2.00
"Dapto - Port Kembla","Hornsby",55.00
"Dapto - Port Kembla","Hornsby",7.00
"Dapto - Port Kembla","Hurstville",67.00
"Dapto - Port Kembla","Hurstville",11.00
"Dapto - Port Kembla","Illawarra Catchment Reserve",4.00
"Dapto - Port Kembla","Inverell - Tenterfield",4.00
"Dapto - Port Kembla","Inverell - Tenterfield",3.00
"Dapto - Port Kembla","Kempsey - Nambucca",6.00
"Dapto - Port Kembla","Kempsey - Nambucca",4.00
"Dapto - Port Kembla","Kiama - Shellharbour",784.00
"Dapto - Port Kembla","Kiama - Shellharbour",8.00
"Dapto - Port Kembla","Kogarah - Rockdale",72.00
"Dapto - Port Kembla","Kogarah - Rockdale",12.00
"Dapto - Port Kembla","Ku-ring-gai",35.00
"Dapto - Port Kembla","Ku-ring-gai",11.00
"Dapto - Port Kembla","Lachlan Valley",6.00
"Dapto - Port Kembla","Lachlan Valley",5.00
"Dapto - Port Kembla","Lake Macquarie - East",49.00
"Dapto - Port Kembla","Lake Macquarie - East",11.00
"Dapto - Port Kembla","Lake Macquarie - West",39.00
"Dapto - Port Kembla","Lake Macquarie - West",6.00
"Dapto - Port Kembla","Leichhardt",37.00
"Dapto - Port Kembla","Leichhardt",5.00
"Dapto - Port Kembla","Lithgow - Mudgee",5.00
"Dapto - Port Kembla","Lithgow - Mudgee",4.00
"Dapto - Port Kembla","Liverpool",149.00
"Dapto - Port Kembla","Liverpool",11.00
"Dapto - Port Kembla","Lower Hunter",100.00
"Dapto - Port Kembla","Lower Hunter",8.00
"Dapto - Port Kembla","Lower Murray",1.00
"Dapto - Port Kembla","Lower Murray",1.00
"Dapto - Port Kembla","Maitland",33.00
"Dapto - Port Kembla","Maitland",6.00
"Dapto - Port Kembla","Manly",15.00
"Dapto - Port Kembla","Manly",4.00
"Dapto - Port Kembla","Marrickville - Sydenham - Petersham",60.00
"Dapto - Port Kembla","Marrickville - Sydenham - Petersham",5.00
"Dapto - Port Kembla","Merrylands - Guildford",149.00
"Dapto - Port Kembla","Merrylands - Guildford",13.00
"Dapto - Port Kembla","Moree - Narrabri",3.00
"Dapto - Port Kembla","Moree - Narrabri",2.00
"Dapto - Port Kembla","Mount Druitt",88.00
"Dapto - Port Kembla","Mount Druitt",10.00
"Dapto - Port Kembla","Newcastle",84.00
"Dapto - Port Kembla","Newcastle",15.00
"Dapto - Port Kembla","North Sydney - Mosman",90.00
"Dapto - Port Kembla","North Sydney - Mosman",9.00
"Dapto - Port Kembla","Orange",7.00
"Dapto - Port Kembla","Orange",5.00
"Dapto - Port Kembla","Parramatta",139.00
"Dapto - Port Kembla","Parramatta",12.00
"Dapto - Port Kembla","Pennant Hills - Epping",12.00
"Dapto - Port Kembla","Pennant Hills - Epping",4.00
"Dapto - Port Kembla","Penrith",94.00
"Dapto - Port Kembla","Penrith",12.00
"Dapto - Port Kembla","Pittwater",34.00
"Dapto - Port Kembla","Pittwater",5.00
"Dapto - Port Kembla","Port Macquarie",9.00
"Dapto - Port Kembla","Port Macquarie",7.00
"Dapto - Port Kembla","Port Stephens",25.00
"Dapto - Port Kembla","Port Stephens",7.00
"Dapto - Port Kembla","Queanbeyan",7.00
"Dapto - Port Kembla","Queanbeyan",5.00
"Dapto - Port Kembla","Richmond - Windsor",39.00
"Dapto - Port Kembla","Richmond - Windsor",3.00
"Dapto - Port Kembla","Richmond Valley - Coastal",9.00
"Dapto - Port Kembla","Richmond Valley - Coastal",7.00
"Dapto - Port Kembla","Richmond Valley - Hinterland",9.00
"Dapto - Port Kembla","Richmond Valley - Hinterland",6.00
"Dapto - Port Kembla","Rouse Hill - McGraths Hill",22.00
"Dapto - Port Kembla","Rouse Hill - McGraths Hill",3.00
"Dapto - Port Kembla","Ryde - Hunters Hill",132.00
"Dapto - Port Kembla","Ryde - Hunters Hill",12.00
"Dapto - Port Kembla","Shoalhaven",451.00
"Dapto - Port Kembla","Shoalhaven",8.00
"Dapto - Port Kembla","Snowy Mountains",2.00
"Dapto - Port Kembla","Snowy Mountains",2.00
"Dapto - Port Kembla","South Coast",8.00
"Dapto - Port Kembla","South Coast",6.00
"Dapto - Port Kembla","Southern Highlands",304.00
"Dapto - Port Kembla","Southern Highlands",4.00
"Dapto - Port Kembla","St Marys",35.00
"Dapto - Port Kembla","St Marys",5.00
"Dapto - Port Kembla","Strathfield - Burwood - Ashfield",99.00
"Dapto - Port Kembla","Strathfield - Burwood - Ashfield",13.00
"Dapto - Port Kembla","Sutherland - Menai - Heathcote",97.00
"Dapto - Port Kembla","Sutherland - Menai - Heathcote",10.00
"Dapto - Port Kembla","Sydney Inner City",477.00
"Dapto - Port Kembla","Sydney Inner City",19.00
"Dapto - Port Kembla","Tamworth - Gunnedah",10.00
"Dapto - Port Kembla","Tamworth - Gunnedah",7.00
"Dapto - Port Kembla","Taree - Gloucester",6.00
"Dapto - Port Kembla","Taree - Gloucester",5.00
"Dapto - Port Kembla","Tumut - Tumbarumba",1.00
"Dapto - Port Kembla","Tumut - Tumbarumba",1.00
"Dapto - Port Kembla","Tweed Valley",13.00
"Dapto - Port Kembla","Tweed Valley",8.00
"Dapto - Port Kembla","Upper Hunter",337.00
"Dapto - Port Kembla","Upper Hunter",3.00
"Dapto - Port Kembla","Upper Murray exc. Albury",5.00
"Dapto - Port Kembla","Upper Murray exc. Albury",4.00
"Dapto - Port Kembla","Wagga Wagga",11.00
"Dapto - Port Kembla","Wagga Wagga",8.00
"Dapto - Port Kembla","Warringah",104.00
"Dapto - Port Kembla","Warringah",13.00
"Dapto - Port Kembla","Wollondilly",165.00
"Dapto - Port Kembla","Wollondilly",4.00
"Dapto - Port Kembla","Wollongong",1010.00
"Dapto - Port Kembla","Wollongong",11.00
"Dapto - Port Kembla","Wyong",63.00
"Dapto - Port Kembla","Wyong",14.00
"Dubbo","Armidale",1.00
"Dubbo","Blacktown",3.00
"Dubbo","Botany",426.00
"Dubbo","Botany",1.00
"Dubbo","Bourke - Cobar - Coonamble",75.00
"Dubbo","Dubbo",552.00
"Dubbo","Goulburn - Yass",9.00
"Dubbo","Griffith - Murrumbidgee (West)",1.00
"Dubbo","Inverell - Tenterfield",1.00
"Dubbo","Kempsey - Nambucca",4.00
"Dubbo","Lachlan Valley",5.00
"Dubbo","Lachlan Valley",4.00
"Dubbo","Lithgow - Mudgee",6.00
"Dubbo","Maitland",2.00
"Dubbo","Moree - Narrabri",3.00
"Dubbo","Mount Druitt",6.00
"Dubbo","Newcastle",130.00
"Dubbo","Orange",22.00
"Dubbo","Orange",26.00
"Dubbo","Richmond Valley - Hinterland",2.00
"Dubbo","Southern Highlands",1.00
"Dubbo","Sydney Inner City",10.00
"Dubbo","Tamworth - Gunnedah",103.00
"Dubbo","Taree - Gloucester",2.00
"Dubbo","Upper Hunter",20.00
"Dubbo","Wagga Wagga",12.00
"Dural - Wisemans Ferry","Auburn",36.00
"Dural - Wisemans Ferry","Bankstown",23.00
"Dural - Wisemans Ferry","Baulkham Hills",23.00
"Dural - Wisemans Ferry","Blacktown",61.00
"Dural - Wisemans Ferry","Blacktown - North",27.00
"Dural - Wisemans Ferry","Blue Mountains",6.00
"Dural - Wisemans Ferry","Botany",15.00
"Dural - Wisemans Ferry","Botany",41.00
"Dural - Wisemans Ferry","Bringelly - Green Valley",5.00
"Dural - Wisemans Ferry","Camden",14.00
"Dural - Wisemans Ferry","Campbelltown (NSW)",13.00
"Dural - Wisemans Ferry","Canada Bay",5.00
"Dural - Wisemans Ferry","Canterbury",5.00
"Dural - Wisemans Ferry","Carlingford",10.00
"Dural - Wisemans Ferry","Chatswood - Lane Cove",19.00
"Dural - Wisemans Ferry","Cronulla - Miranda - Caringbah",8.00
"Dural - Wisemans Ferry","Dapto - Port Kembla",15.00
"Dural - Wisemans Ferry","Dural - Wisemans Ferry",7.00
"Dural - Wisemans Ferry","Eastern Suburbs - North",4.00
"Dural - Wisemans Ferry","Eastern Suburbs - South",3.00
"Dural - Wisemans Ferry","Fairfield",16.00
"Dural - Wisemans Ferry","Gosford",4.00
"Dural - Wisemans Ferry","Hawkesbury",19.00
"Dural - Wisemans Ferry","Hornsby",39.00
"Dural - Wisemans Ferry","Hurstville",3.00
"Dural - Wisemans Ferry","Kiama - Shellharbour",1.00
"Dural - Wisemans Ferry","Kogarah - Rockdale",6.00
"Dural - Wisemans Ferry","Ku-ring-gai",9.00
"Dural - Wisemans Ferry","Leichhardt",1.00
"Dural - Wisemans Ferry","Liverpool",3.00
"Dural - Wisemans Ferry","Manly",1.00
"Dural - Wisemans Ferry","Marrickville - Sydenham - Petersham",8.00
"Dural - Wisemans Ferry","Merrylands - Guildford",23.00
"Dural - Wisemans Ferry","Mount Druitt",21.00
"Dural - Wisemans Ferry","Newcastle",1.00
"Dural - Wisemans Ferry","North Sydney - Mosman",3.00
"Dural - Wisemans Ferry","Parramatta",19.00
"Dural - Wisemans Ferry","Pennant Hills - Epping",4.00
"Dural - Wisemans Ferry","Penrith",19.00
"Dural - Wisemans Ferry","Pittwater",3.00
"Dural - Wisemans Ferry","Richmond - Windsor",11.00
"Dural - Wisemans Ferry","Rouse Hill - McGraths Hill",3.00
"Dural - Wisemans Ferry","Ryde - Hunters Hill",21.00
"Dural - Wisemans Ferry","Southern Highlands",5.00
"Dural - Wisemans Ferry","St Marys",4.00
"Dural - Wisemans Ferry","Strathfield - Burwood - Ashfield",16.00
"Dural - Wisemans Ferry","Sutherland - Menai - Heathcote",1.00
"Dural - Wisemans Ferry","Sydney Inner City",46.00
"Dural - Wisemans Ferry","Upper Hunter",6.00
"Dural - Wisemans Ferry","Warringah",28.00
"Dural - Wisemans Ferry","Wollondilly",9.00
"Dural - Wisemans Ferry","Wollongong",3.00
"Dural - Wisemans Ferry","Wyong",3.00
"Eastern Suburbs - North","Auburn",2.00
"Eastern Suburbs - North","Bankstown",15.00
"Eastern Suburbs - North","Botany",76.00
"Eastern Suburbs - North","Botany",8.00
"Eastern Suburbs - North","Campbelltown (NSW)",1.00
"Eastern Suburbs - North","Canada Bay",3.00
"Eastern Suburbs - North","Chatswood - Lane Cove",3.00
"Eastern Suburbs - North","Cronulla - Miranda - Caringbah",26.00
"Eastern Suburbs - North","Dapto - Port Kembla",3.00
"Eastern Suburbs - North","Eastern Suburbs - North",32.00
"Eastern Suburbs - North","Eastern Suburbs - South",3.00
"Eastern Suburbs - North","Leichhardt",11.00
"Eastern Suburbs - North","Liverpool",5.00
"Eastern Suburbs - North","Marrickville - Sydenham - Petersham",118.00
"Eastern Suburbs - North","Merrylands - Guildford",10.00
"Eastern Suburbs - North","Newcastle",1.00
"Eastern Suburbs - North","Ryde - Hunters Hill",7.00
"Eastern Suburbs - North","Strathfield - Burwood - Ashfield",4.00
"Eastern Suburbs - North","Sydney Inner City",17.00
"Eastern Suburbs - North","Upper Hunter",4.00
"Eastern Suburbs - North","Warringah",1.00
"Eastern Suburbs - South","Auburn",4.00
"Eastern Suburbs - South","Bankstown",16.00
"Eastern Suburbs - South","Baulkham Hills",2.00
"Eastern Suburbs - South","Blacktown",1.00
"Eastern Suburbs - South","Botany",287.00
"Eastern Suburbs - South","Botany",18.00
"Eastern Suburbs - South","Campbelltown (NSW)",3.00
"Eastern Suburbs - South","Canada Bay",2.00
"Eastern Suburbs - South","Canterbury",4.00
"Eastern Suburbs - South","Carlingford",1.00
"Eastern Suburbs - South","Chatswood - Lane Cove",7.00
"Eastern Suburbs - South","Cronulla - Miranda - Caringbah",33.00
"Eastern Suburbs - South","Dapto - Port Kembla",7.00
"Eastern Suburbs - South","Eastern Suburbs - North",5.00
"Eastern Suburbs - South","Eastern Suburbs - South",20.00
"Eastern Suburbs - South","Fairfield",2.00
"Eastern Suburbs - South","Hurstville",2.00
"Eastern Suburbs - South","Kogarah - Rockdale",5.00
"Eastern Suburbs - South","Ku-ring-gai",1.00
"Eastern Suburbs - South","Leichhardt",2.00
"Eastern Suburbs - South","Liverpool",7.00
"Eastern Suburbs - South","Marrickville - Sydenham - Petersham",6.00
"Eastern Suburbs - South","Merrylands - Guildford",2.00
"Eastern Suburbs - South","Newcastle",2.00
"Eastern Suburbs - South","Ryde - Hunters Hill",10.00
"Eastern Suburbs - South","Strathfield - Burwood - Ashfield",5.00
"Eastern Suburbs - South","Sydney Inner City",10.00
"Eastern Suburbs - South","Upper Hunter",10.00
"Eastern Suburbs - South","Warringah",4.00
"Fairfield","Auburn",325.00
"Fairfield","Bankstown",288.00
"Fairfield","Bankstown",33.00
"Fairfield","Baulkham Hills",122.00
"Fairfield","Blacktown",266.00
"Fairfield","Blacktown - North",51.00
"Fairfield","Blue Mountains",17.00
"Fairfield","Botany",616.00
"Fairfield","Botany",203.00
"Fairfield","Bringelly - Green Valley",207.00
"Fairfield","Camden",72.00
"Fairfield","Campbelltown (NSW)",161.00
"Fairfield","Canada Bay",50.00
"Fairfield","Canterbury",151.00
"Fairfield","Carlingford",79.00
"Fairfield","Chatswood - Lane Cove",10.00
"Fairfield","Cronulla - Miranda - Caringbah",28.00
"Fairfield","Dapto - Port Kembla",103.00
"Fairfield","Dural - Wisemans Ferry",13.00
"Fairfield","Eastern Suburbs - North",30.00
"Fairfield","Eastern Suburbs - South",24.00
"Fairfield","Fairfield",1638.00
"Fairfield","Gosford",147.00
"Fairfield","Hawkesbury",5.00
"Fairfield","Hornsby",27.00
"Fairfield","Hurstville",41.00
"Fairfield","Kiama - Shellharbour",5.00
"Fairfield","Kogarah - Rockdale",36.00
"Fairfield","Ku-ring-gai",29.00
"Fairfield","Lake Macquarie - East",1.00
"Fairfield","Lake Macquarie - West",1.00
"Fairfield","Leichhardt",20.00
"Fairfield","Liverpool",276.00
"Fairfield","Lower Hunter",2.00
"Fairfield","Maitland",2.00
"Fairfield","Manly",3.00
"Fairfield","Marrickville - Sydenham - Petersham",29.00
"Fairfield","Merrylands - Guildford",672.00
"Fairfield","Mount Druitt",124.00
"Fairfield","Newcastle",26.00
"Fairfield","North Sydney - Mosman",11.00
"Fairfield","Parramatta",154.00
"Fairfield","Pennant Hills - Epping",11.00
"Fairfield","Penrith",225.00
"Fairfield","Pittwater",10.00
"Fairfield","Port Stephens",2.00
"Fairfield","Richmond - Windsor",12.00
"Fairfield","Rouse Hill - McGraths Hill",17.00
"Fairfield","Ryde - Hunters Hill",22.00
"Fairfield","Shoalhaven",6.00
"Fairfield","Southern Highlands",83.00
"Fairfield","St Marys",43.00
"Fairfield","Strathfield - Burwood - Ashfield",124.00
"Fairfield","Strathfield - Burwood - Ashfield",13.00
"Fairfield","Sutherland - Menai - Heathcote",27.00
"Fairfield","Sydney Inner City",73.00
"Fairfield","Upper Hunter",228.00
"Fairfield","Warringah",7.00
"Fairfield","Wollondilly",11.00
"Fairfield","Wollongong",23.00
"Fairfield","Wyong",13.00
"Gosford","Albury",2.00
"Gosford","Armidale",1.00
"Gosford","Auburn",108.00
"Gosford","Bankstown",77.00
"Gosford","Baulkham Hills",32.00
"Gosford","Blacktown",102.00
"Gosford","Blacktown - North",49.00
"Gosford","Blue Mountains",6.00
"Gosford","Blue Mountains - South",2.00
"Gosford","Botany",42.00
"Gosford","Botany",2.00
"Gosford","Bringelly - Green Valley",15.00
"Gosford","Camden",70.00
"Gosford","Campbelltown (NSW)",64.00
"Gosford","Canada Bay",18.00
"Gosford","Canterbury",18.00
"Gosford","Carlingford",13.00
"Gosford","Chatswood - Lane Cove",59.00
"Gosford","Cronulla - Miranda - Caringbah",40.00
"Gosford","Dapto - Port Kembla",69.00
"Gosford","Dural - Wisemans Ferry",6.00
"Gosford","Eastern Suburbs - North",12.00
"Gosford","Eastern Suburbs - South",12.00
"Gosford","Fairfield",37.00
"Gosford","Gosford",2140.00
"Gosford","Great Lakes",3.00
"Gosford","Hawkesbury",1.00
"Gosford","Hornsby",93.00
"Gosford","Hurstville",17.00
"Gosford","Kiama - Shellharbour",3.00
"Gosford","Kogarah - Rockdale",36.00
"Gosford","Ku-ring-gai",20.00
"Gosford","Lake Macquarie - East",188.00
"Gosford","Lake Macquarie - West",46.00
"Gosford","Leichhardt",6.00
"Gosford","Liverpool",2.00
"Gosford","Lower Hunter",32.00
"Gosford","Lower Murray",1.00
"Gosford","Maitland",17.00
"Gosford","Manly",3.00
"Gosford","Marrickville - Sydenham - Petersham",38.00
"Gosford","Merrylands - Guildford",71.00
"Gosford","Migratory - Offshore - Shipping (NSW)",1.00
"Gosford","Mount Druitt",62.00
"Gosford","Newcastle",73.00
"Gosford","North Sydney - Mosman",17.00
"Gosford","Parramatta",86.00
"Gosford","Pennant Hills - Epping",4.00
"Gosford","Penrith",68.00
"Gosford","Pittwater",14.00
"Gosford","Port Stephens",19.00
"Gosford","Richmond - Windsor",37.00
"Gosford","Richmond Valley - Hinterland",1.00
"Gosford","Rouse Hill - McGraths Hill",6.00
"Gosford","Ryde - Hunters Hill",27.00
"Gosford","Shoalhaven",1.00
"Gosford","Southern Highlands",11.00
"Gosford","St Marys",13.00
"Gosford","Strathfield - Burwood - Ashfield",45.00
"Gosford","Sutherland - Menai - Heathcote",9.00
"Gosford","Sydney Inner City",161.00
"Gosford","Taree - Gloucester",3.00
"Gosford","Tweed Valley",2.00
"Gosford","Upper Hunter",87.00
"Gosford","Upper Murray exc. Albury",1.00
"Gosford","Warringah",80.00
"Gosford","Wollondilly",46.00
"Gosford","Wollongong",8.00
"Gosford","Wyong",1364.00
"Goulburn - Yass","Auburn",52.00
"Goulburn - Yass","Bankstown",700.00
"Goulburn - Yass","Bankstown",48.00
"Goulburn - Yass","Bathurst",2.00
"Goulburn - Yass","Baulkham Hills",7.00
"Goulburn - Yass","Blacktown",80.00
"Goulburn - Yass","Blacktown - North",36.00
"Goulburn - Yass","Blue Mountains",3.00
"Goulburn - Yass","Botany",14.00
"Goulburn - Yass","Botany",17.00
"Goulburn - Yass","Bourke - Cobar - Coonamble",1.00
"Goulburn - Yass","Bringelly - Green Valley",13.00
"Goulburn - Yass","Broken Hill and Far West",1.00
"Goulburn - Yass","Camden",59.00
"Goulburn - Yass","Campbelltown (NSW)",12.00
"Goulburn - Yass","Campbelltown (NSW)",55.00
"Goulburn - Yass","Canada Bay",11.00
"Goulburn - Yass","Canterbury",9.00
"Goulburn - Yass","Carlingford",2.00
"Goulburn - Yass","Chatswood - Lane Cove",9.00
"Goulburn - Yass","Clarence Valley",1.00
