Origin_Name,Destination_Name,TotalTransported
ACT,Auburn,10
ACT,Blacktown,20
ACT,Bringelly - Green Valley,20
ACT,Camden,10
ACT,Liverpool,20
ACT,Merrylands - Guildford,20
ACT,Mount Druitt,30
ACT,St Marys,20
ACT,VIC,14
ACT,Wyong,10
Albury,Albury,150
Albury,Armidale,0
Albury,Auburn,0
Albury,Blacktown,3
Albury,Bourke - Cobar - Coonamble,0
Albury,Bringelly - Green Valley,19
Albury,Camden,2
Albury,Dubbo,2
Albury,Fairfield,0
Albury,Gosford,13
Albury,Goulburn - Yass,12
Albury,Griffith - Murrumbidgee (West),1
Albury,Inverell - Tenterfield,1
Albury,Kempsey - Nambucca,1
Albury,Lachlan Valley,1
Albury,Lithgow - Mudgee,1
Albury,Liverpool,3
Albury,Lower Hunter,4
Albury,Lower Murray,3
Albury,Maitland,1
Albury,Merrylands - Guildford,1
Albury,Moree - Narrabri,0
Albury,Mount Druitt,7
Albury,Orange,0
Albury,Port Stephens,1
Albury,QLD,43
Albury,Queanbeyan,0
Albury,Richmond Valley - Hinterland,0
Albury,Shoalhaven,1
Albury,Snowy Mountains,0
Albury,South Coast,1
Albury,Southern Highlands,2
Albury,St Marys,285
Albury,Sydney Inner City,43
Albury,Tamworth - Gunnedah,4
Albury,Taree - Gloucester,0
Albury,Upper Hunter,1
Albury,Upper Murray exc. Albury,3
Albury,VIC,43
Albury,VIC,7
Albury,Wagga Wagga,93
Albury,Wagga Wagga,51
Albury,Wyong,1
Armidale,Albury,0
Armidale,Armidale,59
Armidale,Auburn,0
Armidale,Blacktown,0
Armidale,Bourke - Cobar - Coonamble,2
Armidale,Camden,0
Armidale,Clarence Valley,1
Armidale,Dubbo,6
Armidale,Goulburn - Yass,0
Armidale,Inverell - Tenterfield,31
Armidale,Kempsey - Nambucca,5
Armidale,Lachlan Valley,0
Armidale,Lithgow - Mudgee,1
Armidale,Liverpool,0
Armidale,Lower Murray,0
Armidale,Maitland,0
Armidale,Merrylands - Guildford,0
Armidale,Moree - Narrabri,2
Armidale,Mount Druitt,0
Armidale,Newcastle,517
Armidale,Orange,0
Armidale,Queanbeyan,0
Armidale,Richmond Valley - Hinterland,50
Armidale,Southern Highlands,0
Armidale,St Marys,0
Armidale,Tamworth - Gunnedah,33
Armidale,Taree - Gloucester,10
Armidale,Upper Hunter,11
Armidale,Upper Murray exc. Albury,0
Armidale,Wagga Wagga,0
Armidale,Wyong,0
Auburn,ACT,60
Auburn,Albury,0
Auburn,Auburn,1193
Auburn,Bankstown,260
Auburn,Bankstown,16
Auburn,Baulkham Hills,103
Auburn,Blacktown,105
Auburn,Blacktown - North,40
Auburn,Blue Mountains,3
Auburn,Botany,123
Auburn,Botany,130
Auburn,Bringelly - Green Valley,34
Auburn,Camden,5
Auburn,Campbelltown (NSW),23
Auburn,Canada Bay,76
Auburn,Canterbury,74
Auburn,Carlingford,129
Auburn,Chatswood - Lane Cove,82
Auburn,Cronulla - Miranda - Caringbah,14
Auburn,Dapto - Port Kembla,56
Auburn,Dural - Wisemans Ferry,4
Auburn,Eastern Suburbs - North,24
Auburn,Eastern Suburbs - South,11
Auburn,Fairfield,139
Auburn,Gosford,9
Auburn,Goulburn - Yass,521
Auburn,Goulburn - Yass,0
Auburn,Hawkesbury,0
Auburn,Hornsby,32
Auburn,Hurstville,51
Auburn,Kiama - Shellharbour,2
Auburn,Kogarah - Rockdale,53
Auburn,Ku-ring-gai,43
Auburn,Leichhardt,25
Auburn,Liverpool,121
Auburn,Lower Hunter,2
Auburn,Maitland,1
Auburn,Manly,2
Auburn,Marrickville - Sydenham - Petersham,31
Auburn,Merrylands - Guildford,327
Auburn,Mount Druitt,226
Auburn,Newcastle,18
Auburn,North Sydney - Mosman,18
Auburn,Parramatta,53
Auburn,Pennant Hills - Epping,17
Auburn,Penrith,109
Auburn,Pittwater,6
Auburn,QLD,240
Auburn,Richmond - Windsor,3
Auburn,Rouse Hill - McGraths Hill,9
Auburn,Ryde - Hunters Hill,170
Auburn,SA,59
Auburn,Shoalhaven,2
Auburn,Southern Highlands,1
Auburn,St Marys,31
Auburn,Strathfield - Burwood - Ashfield,200
Auburn,Strathfield - Burwood - Ashfield,6
Auburn,Sutherland - Menai - Heathcote,17
Auburn,Sydney Inner City,188
Auburn,Upper Hunter,65
Auburn,VIC,280
Auburn,WA,17
Auburn,Warringah,20
Auburn,Wollondilly,2
Auburn,Wollongong,7
Auburn,Wyong,9
Bankstown,ACT,7
Bankstown,Auburn,355
Bankstown,Auburn,20
Bankstown,Bankstown,2248
Bankstown,Bankstown,65
Bankstown,Baulkham Hills,72
Bankstown,Baulkham Hills,7
Bankstown,Blacktown,81
Bankstown,Blacktown,20
Bankstown,Blacktown - North,3
Bankstown,Blue Mountains,13
Bankstown,Botany,374
Bankstown,Botany,82
Bankstown,Bringelly - Green Valley,147
Bankstown,Bringelly - Green Valley,1
Bankstown,Camden,21
Bankstown,Campbelltown (NSW),70
Bankstown,Campbelltown (NSW),23
Bankstown,Canada Bay,49
Bankstown,Canterbury,124
Bankstown,Carlingford,68
Bankstown,Chatswood - Lane Cove,65
Bankstown,Chatswood - Lane Cove,9
Bankstown,Cronulla - Miranda - Caringbah,39
Bankstown,Dapto - Port Kembla,162
Bankstown,Dural - Wisemans Ferry,3
Bankstown,Eastern Suburbs - North,31
Bankstown,Eastern Suburbs - South,29
Bankstown,Fairfield,179
Bankstown,Fairfield,38
Bankstown,Gosford,4
Bankstown,Great Lakes,0
Bankstown,Hawkesbury,0
Bankstown,Hornsby,166
Bankstown,Hurstville,54
Bankstown,Kiama - Shellharbour,0
Bankstown,Kogarah - Rockdale,45
Bankstown,Ku-ring-gai,20
Bankstown,Lake Macquarie - East,0
Bankstown,Lake Macquarie - West,0
Bankstown,Leichhardt,21
Bankstown,Liverpool,392
Bankstown,Liverpool,23
Bankstown,Lower Hunter,0
Bankstown,Maitland,0
Bankstown,Manly,2
Bankstown,Marrickville - Sydenham - Petersham,34
Bankstown,Merrylands - Guildford,291
Bankstown,Merrylands - Guildford,28
Bankstown,Mount Druitt,98
Bankstown,Mount Druitt,16
Bankstown,Newcastle,31
Bankstown,North Sydney - Mosman,23
Bankstown,Parramatta,40
Bankstown,Parramatta,20
Bankstown,Pennant Hills - Epping,31
Bankstown,Penrith,26
Bankstown,Penrith,11
Bankstown,Pittwater,3
Bankstown,Port Stephens,0
Bankstown,QLD,109
Bankstown,QLD,167
Bankstown,Richmond - Windsor,3
Bankstown,Rouse Hill - McGraths Hill,11
Bankstown,Ryde - Hunters Hill,167
Bankstown,SA,5
Bankstown,SA,38
Bankstown,Shoalhaven,0
Bankstown,Southern Highlands,0
Bankstown,St Marys,40
Bankstown,St Marys,10
Bankstown,Strathfield - Burwood - Ashfield,211
Bankstown,Strathfield - Burwood - Ashfield,11
Bankstown,Sutherland - Menai - Heathcote,52
Bankstown,Sydney Inner City,106
Bankstown,Sydney Inner City,11
Bankstown,Upper Hunter,91
Bankstown,VIC,322
Bankstown,VIC,167
Bankstown,WA,313
Bankstown,WA,7
Bankstown,Warringah,24
Bankstown,Warringah,7
Bankstown,Wollondilly,2
Bankstown,Wollongong,10
Bankstown,Wyong,10
Bathurst,Armidale,0
Bathurst,Auburn,38
Bathurst,Bankstown,32
Bathurst,Bathurst,1156
Bathurst,Baulkham Hills,9
Bathurst,Blacktown,33
Bathurst,Blacktown - North,14
Bathurst,Blue Mountains,11
Bathurst,Blue Mountains - South,0
Bathurst,Botany,5
Bathurst,Botany,133
Bathurst,Botany,8
Bathurst,Bourke - Cobar - Coonamble,0
Bathurst,Bringelly - Green Valley,8
Bathurst,Camden,30
Bathurst,Campbelltown (NSW),25
Bathurst,Canada Bay,6
Bathurst,Canterbury,7
Bathurst,Carlingford,3
Bathurst,Chatswood - Lane Cove,5
Bathurst,Cronulla - Miranda - Caringbah,9
Bathurst,Dapto - Port Kembla,5
Bathurst,Dubbo,1
Bathurst,Dural - Wisemans Ferry,1
Bathurst,Eastern Suburbs - North,2
Bathurst,Eastern Suburbs - South,4
Bathurst,Fairfield,8
Bathurst,Gosford,4
Bathurst,Goulburn - Yass,0
Bathurst,Great Lakes,0
Bathurst,Griffith - Murrumbidgee (West),0
Bathurst,Hawkesbury,1
Bathurst,Hornsby,2
Bathurst,Hurstville,6
Bathurst,Inverell - Tenterfield,0
Bathurst,Kempsey - Nambucca,0
Bathurst,Kiama - Shellharbour,4
Bathurst,Kogarah - Rockdale,10
Bathurst,Ku-ring-gai,4
Bathurst,Lachlan Valley,34
Bathurst,Lake Macquarie - East,2
Bathurst,Lake Macquarie - West,1
Bathurst,Leichhardt,1
Bathurst,Lithgow - Mudgee,140
Bathurst,Liverpool,6
Bathurst,Lower Hunter,3
Bathurst,Maitland,4
Bathurst,Manly,1
Bathurst,Marrickville - Sydenham - Petersham,13
Bathurst,Merrylands - Guildford,14
Bathurst,Moree - Narrabri,0
Bathurst,Mount Druitt,17
Bathurst,Newcastle,5
Bathurst,North Sydney - Mosman,1
Bathurst,Orange,1
Bathurst,Parramatta,16
Bathurst,Pennant Hills - Epping,1
Bathurst,Penrith,20
Bathurst,Pittwater,2
Bathurst,Port Stephens,4
Bathurst,Richmond - Windsor,8
Bathurst,Richmond Valley - Hinterland,0
Bathurst,Rouse Hill - McGraths Hill,1
Bathurst,Ryde - Hunters Hill,4
Bathurst,Shoalhaven,7
Bathurst,Snowy Mountains,0
Bathurst,South Coast,0
Bathurst,Southern Highlands,3
Bathurst,St Marys,6
Bathurst,Strathfield - Burwood - Ashfield,14
Bathurst,Sutherland - Menai - Heathcote,2
Bathurst,Sydney Inner City,630
Bathurst,Tamworth - Gunnedah,0
Bathurst,Taree - Gloucester,0
Bathurst,Tumut - Tumbarumba,107
Bathurst,Tweed Valley,0
Bathurst,Upper Hunter,1
Bathurst,Wagga Wagga,0
Bathurst,Warringah,30
Bathurst,Wollondilly,10
Bathurst,Wollongong,3
Bathurst,Wyong,6
Baulkham Hills,Auburn,49
Baulkham Hills,Bankstown,21
Baulkham Hills,Bankstown,6
Baulkham Hills,Baulkham Hills,616
Baulkham Hills,Blacktown,204
Baulkham Hills,Blacktown - North,125
Baulkham Hills,Blue Mountains,1
Baulkham Hills,Botany,52
Baulkham Hills,Botany,27
Baulkham Hills,Bringelly - Green Valley,19
Baulkham Hills,Camden,2
Baulkham Hills,Campbelltown (NSW),13
Baulkham Hills,Canada Bay,10
Baulkham Hills,Canterbury,8
Baulkham Hills,Carlingford,27
Baulkham Hills,Chatswood - Lane Cove,34
Baulkham Hills,Cronulla - Miranda - Caringbah,3
Baulkham Hills,Dapto - Port Kembla,8
Baulkham Hills,Dural - Wisemans Ferry,11
Baulkham Hills,Eastern Suburbs - North,8
Baulkham Hills,Eastern Suburbs - South,3
Baulkham Hills,Fairfield,27
Baulkham Hills,Gosford,3
Baulkham Hills,Hawkesbury,1
Baulkham Hills,Hornsby,15
Baulkham Hills,Hurstville,3
Baulkham Hills,Kogarah - Rockdale,2
Baulkham Hills,Ku-ring-gai,11
Baulkham Hills,Lake Macquarie - East,0
Baulkham Hills,Leichhardt,3
Baulkham Hills,Liverpool,12
Baulkham Hills,Manly,1
Baulkham Hills,Marrickville - Sydenham - Petersham,5
Baulkham Hills,Merrylands - Guildford,57
Baulkham Hills,Mount Druitt,56
Baulkham Hills,Newcastle,5
Baulkham Hills,North Sydney - Mosman,2
Baulkham Hills,Pennant Hills - Epping,3
Baulkham Hills,Penrith,10
Baulkham Hills,Pittwater,3
Baulkham Hills,QLD,48
Baulkham Hills,Richmond - Windsor,6
Baulkham Hills,Rouse Hill - McGraths Hill,3
Baulkham Hills,Ryde - Hunters Hill,51
Baulkham Hills,SA,7
Baulkham Hills,St Marys,8
Baulkham Hills,Strathfield - Burwood - Ashfield,20
Baulkham Hills,Strathfield - Burwood - Ashfield,1
Baulkham Hills,Sutherland - Menai - Heathcote,2
Baulkham Hills,Sydney Inner City,17
Baulkham Hills,Upper Hunter,27
Baulkham Hills,VIC,48
Baulkham Hills,Warringah,15
Baulkham Hills,Wollondilly,1
Baulkham Hills,Wollongong,1
Baulkham Hills,Wyong,3
Blacktown,ACT,160
Blacktown,Albury,11
Blacktown,Armidale,2
Blacktown,Auburn,429
Blacktown,Bankstown,121
Blacktown,Bankstown,16
Blacktown,Bathurst,3
Blacktown,Baulkham Hills,198
Blacktown,Blacktown,676
Blacktown,Blacktown - North,72
Blacktown,Blue Mountains,10
Blacktown,Botany,301
Blacktown,Botany,82
Blacktown,Bourke - Cobar - Coonamble,10
Blacktown,Bringelly - Green Valley,70
Blacktown,Broken Hill and Far West,7
Blacktown,Camden,21
Blacktown,Campbelltown (NSW),53
Blacktown,Canada Bay,37
Blacktown,Canterbury,23
Blacktown,Carlingford,63
Blacktown,Chatswood - Lane Cove,81
Blacktown,Clarence Valley,15
Blacktown,Coffs Harbour,2
Blacktown,Cronulla - Miranda - Caringbah,13
Blacktown,Dapto - Port Kembla,68
Blacktown,Dubbo,4
Blacktown,Dural - Wisemans Ferry,21
Blacktown,Eastern Suburbs - North,21
Blacktown,Eastern Suburbs - South,23
Blacktown,Fairfield,176
Blacktown,Gosford,17
Blacktown,Goulburn - Yass,10
Blacktown,Great Lakes,1
Blacktown,Griffith - Murrumbidgee (West),2
Blacktown,Hawkesbury,7
Blacktown,Hornsby,35
Blacktown,Hurstville,13
Blacktown,Illawarra Catchment Reserve,2
Blacktown,Inverell - Tenterfield,1
Blacktown,Kempsey - Nambucca,2
Blacktown,Kiama - Shellharbour,5
Blacktown,Kogarah - Rockdale,14
Blacktown,Ku-ring-gai,32
Blacktown,Lachlan Valley,4
Blacktown,Lake Macquarie - East,17
Blacktown,Lake Macquarie - West,9
Blacktown,Leichhardt,11
Blacktown,Lithgow - Mudgee,1
Blacktown,Liverpool,68
Blacktown,Lord Howe Island,6
Blacktown,Lower Hunter,14
Blacktown,Lower Murray,1
Blacktown,Maitland,11
Blacktown,Manly,3
Blacktown,Marrickville - Sydenham - Petersham,14
Blacktown,Merrylands - Guildford,200
Blacktown,Moree - Narrabri,6
Blacktown,Mount Druitt,429
Blacktown,Newcastle,31
Blacktown,North Sydney - Mosman,11
Blacktown,Orange,3
Blacktown,Parramatta,41
Blacktown,Pennant Hills - Epping,20
Blacktown,Penrith,114
Blacktown,Pittwater,8
Blacktown,Port Macquarie,4
Blacktown,Port Stephens,11
Blacktown,QLD,500
Blacktown,Queanbeyan,0
Blacktown,Richmond - Windsor,45
Blacktown,Richmond Valley - Coastal,7
Blacktown,Richmond Valley - Hinterland,3
Blacktown,Rouse Hill - McGraths Hill,22
Blacktown,Ryde - Hunters Hill,120
Blacktown,SA,109
Blacktown,Shoalhaven,5
Blacktown,Snowy Mountains,4
Blacktown,South Coast,2
Blacktown,Southern Highlands,4
Blacktown,St Marys,52
Blacktown,Strathfield - Burwood - Ashfield,98
Blacktown,Strathfield - Burwood - Ashfield,6
Blacktown,Sutherland - Menai - Heathcote,7
Blacktown,Sydney Inner City,30
Blacktown,Tamworth - Gunnedah,3
Blacktown,Taree - Gloucester,3
Blacktown,Tumut - Tumbarumba,2
Blacktown,Tweed Valley,3
Blacktown,Upper Hunter,77
Blacktown,Upper Murray exc. Albury,12
Blacktown,VIC,580
Blacktown,WA,27
Blacktown,Wagga Wagga,6
Blacktown,Warringah,34
Blacktown,Wollondilly,4
Blacktown,Wollongong,13
Blacktown,Wyong,33
Blacktown - North,ACT,1
Blacktown - North,Auburn,27
Blacktown - North,Bankstown,14
Blacktown - North,Baulkham Hills,87
Blacktown - North,Blacktown,166
Blacktown - North,Blacktown - North,51
Blacktown - North,Blue Mountains,10
Blacktown - North,Blue Mountains - South,1
Blacktown - North,Botany,22
Blacktown - North,Botany,35
Blacktown - North,Bringelly - Green Valley,31
Blacktown - North,Camden,8
Blacktown - North,Campbelltown (NSW),17
Blacktown - North,Canada Bay,5
Blacktown - North,Canterbury,27
Blacktown - North,Carlingford,16
Blacktown - North,Chatswood - Lane Cove,19
Blacktown - North,Cronulla - Miranda - Caringbah,3
Blacktown - North,Dapto - Port Kembla,12
Blacktown - North,Dural - Wisemans Ferry,15
Blacktown - North,Eastern Suburbs - North,6
Blacktown - North,Eastern Suburbs - South,3
Blacktown - North,Fairfield,58
Blacktown - North,Gosford,51
Blacktown - North,Great Lakes,0
Blacktown - North,Hawkesbury,24
Blacktown - North,Hornsby,7
Blacktown - North,Hurstville,3
Blacktown - North,Kiama - Shellharbour,0
Blacktown - North,Kogarah - Rockdale,4
Blacktown - North,Ku-ring-gai,8
Blacktown - North,Lake Macquarie - East,1
Blacktown - North,Lake Macquarie - West,0
Blacktown - North,Leichhardt,2
Blacktown - North,Liverpool,12
Blacktown - North,Lower Hunter,2
Blacktown - North,Maitland,2
Blacktown - North,Manly,0
Blacktown - North,Marrickville - Sydenham - Petersham,3
Blacktown - North,Merrylands - Guildford,42
Blacktown - North,Migratory - Offshore - Shipping (NSW),5
Blacktown - North,Mount Druitt,203
Blacktown - North,Newcastle,6
Blacktown - North,North Sydney - Mosman,2
Blacktown - North,NT,2
Blacktown - North,Other Territories,0
Blacktown - North,Parramatta,61
Blacktown - North,Pennant Hills - Epping,8
Blacktown - North,Penrith,62
Blacktown - North,Pittwater,2
Blacktown - North,Port Stephens,1
Blacktown - North,QLD,1
Blacktown - North,Richmond - Windsor,35
Blacktown - North,Rouse Hill - McGraths Hill,14
Blacktown - North,Ryde - Hunters Hill,23
Blacktown - North,SA,1
Blacktown - North,Shoalhaven,0
Blacktown - North,Southern Highlands,24
Blacktown - North,St Marys,26
Blacktown - North,Strathfield - Burwood - Ashfield,10
Blacktown - North,Sutherland - Menai - Heathcote,4
Blacktown - North,Sydney Inner City,10
Blacktown - North,TAS,2
Blacktown - North,Upper Hunter,28
Blacktown - North,VIC,1
Blacktown - North,WA,2
Blacktown - North,Warringah,7
Blacktown - North,Wollondilly,0
Blacktown - North,Wollongong,3
Blacktown - North,Wyong,6
Blue Mountains,Auburn,8
Blue Mountains,Bankstown,5
Blue Mountains,Baulkham Hills,6
Blue Mountains,Blacktown,8
Blue Mountains,Blacktown - North,1
Blue Mountains,Blue Mountains,134
Blue Mountains,Botany,10
Blue Mountains,Botany,0
Blue Mountains,Bringelly - Green Valley,1
Blue Mountains,Camden,1
Blue Mountains,Campbelltown (NSW),5
Blue Mountains,Canada Bay,3
Blue Mountains,Canterbury,2
Blue Mountains,Carlingford,2
Blue Mountains,Chatswood - Lane Cove,5
Blue Mountains,Cronulla - Miranda - Caringbah,1
Blue Mountains,Dapto - Port Kembla,1
Blue Mountains,Dural - Wisemans Ferry,1
Blue Mountains,Eastern Suburbs - North,1
Blue Mountains,Eastern Suburbs - South,1
Blue Mountains,Fairfield,7
Blue Mountains,Gosford,1
Blue Mountains,Hawkesbury,1
Blue Mountains,Hornsby,1
Blue Mountains,Hurstville,1
Blue Mountains,Kogarah - Rockdale,1
Blue Mountains,Ku-ring-gai,1
Blue Mountains,Leichhardt,1
Blue Mountains,Liverpool,5
Blue Mountains,Marrickville - Sydenham - Petersham,1
Blue Mountains,Merrylands - Guildford,18
Blue Mountains,Mount Druitt,8
Blue Mountains,Penrith,42
Blue Mountains,Pittwater,1
Blue Mountains,Richmond - Windsor,3
Blue Mountains,Rouse Hill - McGraths Hill,3
Blue Mountains,Ryde - Hunters Hill,7
Blue Mountains,St Marys,5
Blue Mountains,Strathfield - Burwood - Ashfield,3
Blue Mountains,Sutherland - Menai - Heathcote,1
Blue Mountains,Sydney Inner City,2
Blue Mountains,Upper Hunter,3
Blue Mountains,Warringah,3
Blue Mountains,Wollongong,1
Blue Mountains,Wyong,1
Blue Mountains - South,Auburn,22
Blue Mountains - South,Blacktown,0
Blue Mountains - South,Canada Bay,0
Botany,Albury,1
Botany,Armidale,0
Botany,Auburn,810
Botany,Auburn,22
Botany,Auburn,95
Botany,Bankstown,546
Botany,Bankstown,164
Botany,Bankstown,193
Botany,Bathurst,0
Botany,Baulkham Hills,305
Botany,Baulkham Hills,13
Botany,Baulkham Hills,20
Botany,Blacktown,524
Botany,Blacktown,123
Botany,Blacktown,235
Botany,Blacktown - North,69
Botany,Blacktown - North,14
Botany,Blue Mountains,38
Botany,Blue Mountains,21
Botany,Blue Mountains,0
Botany,Botany,2439
Botany,Botany,38
Botany,Bourke - Cobar - Coonamble,0
Botany,Bringelly - Green Valley,204
Botany,Bringelly - Green Valley,59
Botany,Broken Hill and Far West,0
Botany,Camden,88
Botany,Camden,43
Botany,Camden,45
Botany,Campbelltown (NSW),267
Botany,Campbelltown (NSW),190
Botany,Campbelltown (NSW),720
Botany,Campbelltown (NSW),213
Botany,Canada Bay,240
Botany,Canada Bay,31
Botany,Canada Bay,23
Botany,Canterbury,126
Botany,Canterbury,76
Botany,Canterbury,39
Botany,Carlingford,160
Botany,Carlingford,11
Botany,Carlingford,0
Botany,Chatswood - Lane Cove,71
Botany,Chatswood - Lane Cove,43
Botany,Chatswood - Lane Cove,32
Botany,Clarence Valley,0
Botany,Coffs Harbour,1
Botany,Cronulla - Miranda - Caringbah,140
Botany,Cronulla - Miranda - Caringbah,80
Botany,Cronulla - Miranda - Caringbah,69
Botany,Dapto - Port Kembla,49
Botany,Dapto - Port Kembla,28
Botany,Dubbo,1
Botany,Dural - Wisemans Ferry,53
Botany,Dural - Wisemans Ferry,0
Botany,Eastern Suburbs - North,528
Botany,Eastern Suburbs - North,115
Botany,Eastern Suburbs - North,0
Botany,Eastern Suburbs - South,535
Botany,Eastern Suburbs - South,127
Botany,Eastern Suburbs - South,0
Botany,Fairfield,1043
Botany,Fairfield,24
Botany,Fairfield,680
Botany,Gosford,4
Botany,Gosford,6
Botany,Goulburn - Yass,749
Botany,Goulburn - Yass,1
Botany,Great Lakes,0
Botany,Great Lakes,0
Botany,Griffith - Murrumbidgee (West),0
Botany,Hawkesbury,16
Botany,Hornsby,133
Botany,Hornsby,13
Botany,Hornsby,4
Botany,Hurstville,90
Botany,Hurstville,81
Botany,Hurstville,8
Botany,Illawarra Catchment Reserve,3
Botany,Inverell - Tenterfield,0
Botany,Kempsey - Nambucca,0
Botany,Kiama - Shellharbour,46
Botany,Kiama - Shellharbour,1
Botany,Kogarah - Rockdale,190
Botany,Kogarah - Rockdale,103
Botany,Kogarah - Rockdale,28
Botany,Ku-ring-gai,144
Botany,Ku-ring-gai,33
Botany,Ku-ring-gai,0
Botany,Lachlan Valley,1
Botany,Lake Macquarie - East,0
Botany,Lake Macquarie - East,2
Botany,Lake Macquarie - West,0
Botany,Lake Macquarie - West,0
Botany,Leichhardt,43
Botany,Leichhardt,37
Botany,Leichhardt,2
Botany,Lithgow - Mudgee,0
Botany,Liverpool,647
Botany,Liverpool,160
Botany,Liverpool,912
Botany,Lord Howe Island,0
Botany,Lower Hunter,3
Botany,Lower Hunter,0
Botany,Lower Murray,0
Botany,Maitland,1
Botany,Maitland,9
Botany,Manly,62
Botany,Manly,39
Botany,Manly,0
Botany,Marrickville - Sydenham - Petersham,170
Botany,Marrickville - Sydenham - Petersham,46
Botany,Marrickville - Sydenham - Petersham,32
Botany,Merrylands - Guildford,320
Botany,Merrylands - Guildford,36
Botany,Merrylands - Guildford,900
Botany,Merrylands - Guildford,278
Botany,Moree - Narrabri,0
Botany,Mount Druitt,573
Botany,Mount Druitt,117
Botany,Mount Druitt,2789
Botany,Newcastle,12
Botany,Newcastle,123
Botany,North Sydney - Mosman,129
Botany,North Sydney - Mosman,73
Botany,North Sydney - Mosman,0
Botany,Orange,1
Botany,Parramatta,572
Botany,Parramatta,124
Botany,Parramatta,576
Botany,Pennant Hills - Epping,50
Botany,Pennant Hills - Epping,0
Botany,Penrith,150
Botany,Penrith,24
Botany,Penrith,8
Botany,Pittwater,101
Botany,Pittwater,48
Botany,Pittwater,3
Botany,Port Macquarie,1
Botany,Port Stephens,1
Botany,Port Stephens,0
Botany,QLD,8
Botany,Queanbeyan,1
Botany,Richmond - Windsor,56
Botany,Richmond - Windsor,8
Botany,Richmond - Windsor,7
Botany,Richmond Valley - Coastal,1
Botany,Richmond Valley - Hinterland,1
Botany,Rouse Hill - McGraths Hill,43
Botany,Rouse Hill - McGraths Hill,6
Botany,Ryde - Hunters Hill,222
Botany,Ryde - Hunters Hill,35
Botany,Ryde - Hunters Hill,23
Botany,Shoalhaven,34
Botany,Shoalhaven,4
Botany,Shoalhaven,0
Botany,Snowy Mountains,0
Botany,South Coast,1
Botany,Southern Highlands,31
Botany,Southern Highlands,0
Botany,St Marys,202
Botany,St Marys,10
Botany,St Marys,328
Botany,Strathfield - Burwood - Ashfield,480
Botany,Strathfield - Burwood - Ashfield,65
Botany,Strathfield - Burwood - Ashfield,192
Botany,Strathfield - Burwood - Ashfield,6
Botany,Sutherland - Menai - Heathcote,51
Botany,Sutherland - Menai - Heathcote,78
Botany,Sutherland - Menai - Heathcote,1
Botany,Sydney Inner City,1063
Botany,Sydney Inner City,259
Botany,Sydney Inner City,48
Botany,Tamworth - Gunnedah,1
Botany,Taree - Gloucester,1
Botany,Tumut - Tumbarumba,0
Botany,Tweed Valley,1
Botany,Upper Hunter,79
Botany,Upper Hunter,0
Botany,Upper Murray exc. Albury,0
Botany,VIC,12
Botany,Wagga Wagga,1
Botany,Warringah,350
Botany,Warringah,93
Botany,Warringah,6
Botany,Wollondilly,120
Botany,Wollondilly,21
Botany,Wollongong,170
Botany,Wollongong,0
Botany,Wyong,4
Botany,Wyong,23
Bourke - Cobar - Coonamble,Albury,0
Bourke - Cobar - Coonamble,Armidale,0
Bourke - Cobar - Coonamble,Botany,149
Bourke - Cobar - Coonamble,Botany,2
Bourke - Cobar - Coonamble,Bourke - Cobar - Coonamble,1002
Bourke - Cobar - Coonamble,Broken Hill and Far West,0
Bourke - Cobar - Coonamble,Clarence Valley,0
Bourke - Cobar - Coonamble,Dubbo,44
Bourke - Cobar - Coonamble,Goulburn - Yass,1
Bourke - Cobar - Coonamble,Griffith - Murrumbidgee (West),0
Bourke - Cobar - Coonamble,Inverell - Tenterfield,1
Bourke - Cobar - Coonamble,Kempsey - Nambucca,0
Bourke - Cobar - Coonamble,Lachlan Valley,107
Bourke - Cobar - Coonamble,Lachlan Valley,81
Bourke - Cobar - Coonamble,Lithgow - Mudgee,31
Bourke - Cobar - Coonamble,Lower Murray,0
Bourke - Cobar - Coonamble,Maitland,0
Bourke - Cobar - Coonamble,Moree - Narrabri,22
Bourke - Cobar - Coonamble,Moree - Narrabri,477
Bourke - Cobar - Coonamble,Moree - Narrabri,24
Bourke - Cobar - Coonamble,Newcastle,595
Bourke - Cobar - Coonamble,Newcastle,315
Bourke - Cobar - Coonamble,Newcastle,52
Bourke - Cobar - Coonamble,Orange,1
Bourke - Cobar - Coonamble,QLD,10
Bourke - Cobar - Coonamble,Queanbeyan,2
Bourke - Cobar - Coonamble,Richmond Valley - Hinterland,0
Bourke - Cobar - Coonamble,Snowy Mountains,0
Bourke - Cobar - Coonamble,South Coast,0
Bourke - Cobar - Coonamble,Southern Highlands,0
Bourke - Cobar - Coonamble,Tamworth - Gunnedah,21
Bourke - Cobar - Coonamble,Taree - Gloucester,0
Bourke - Cobar - Coonamble,Upper Hunter,5
Bourke - Cobar - Coonamble,Upper Murray exc. Albury,0
Bourke - Cobar - Coonamble,Wagga Wagga,4
Bringelly - Green Valley,ACT,140
Bringelly - Green Valley,Auburn,17
Bringelly - Green Valley,Bankstown,106
Bringelly - Green Valley,Bankstown,1
Bringelly - Green Valley,Baulkham Hills,18
Bringelly - Green Valley,Blacktown,48
Bringelly - Green Valley,Blacktown - North,6
Bringelly - Green Valley,Blue Mountains,4
Bringelly - Green Valley,Blue Mountains - South,0
Bringelly - Green Valley,Botany,34
Bringelly - Green Valley,Botany,4
